search_time,search_key,title,link,pub_date,description,source,newsUrl,content,type,id,content_length
2024-10-02 12:42:24,2330台積電,三大法人買賣超– 外資買超(2330)台積電、(2603)長榮，投信買超(2454)聯發科、(3711)日月光投控，法人合計買超134.36億元(0924)｜豐雲學堂2024 年 09 月 - 豐雲學堂,https://news.google.com/rss/articles/CBMifEFVX3lxTE51M09xSnR6c3ZCVlRZUEZZV3ZrWkZwMEZKUUFBVXlicDdkNW1tU2QtT3plTnFHOUgxaGVXNGZyTEVPWGdwUlB4YXprR0pSb2UtRzQtOEE5dUdLTVZwdFctbHAzbGdqWGVIanRNX0g1dVpKS2U4Z3RjTWlpMUY?oc=5,2024-09-24 10:19:18,三大法人買賣超– 外資買超(2330)台積電、(2603)長榮，投信買超(2454)聯發科、(3711)日月光投控，法人合計買超134.36億元(0924)｜豐雲學堂2024 年 09 月,豐雲學堂,https://www.sinotrade.com.tw/richclub/hotstock/-66f276db67cdf973ac51e920,unknow domain,股票,2,13.0
2024-10-02 12:42:24,2330台積電,台積電（2330）再次站上1000元！ 狄驤：之前逢低布局不少人還認為我在接刀子 - 聯合新聞網,https://news.google.com/rss/articles/CBMiUEFVX3lxTE5jZThRVGxZWE1HSFROYW1WYTVnREdxUXg2Ym5sdkYwa2FRel9yeDJveVE3RmlQa1pkaWxoVDBTNjVXZE5MQWtiWXlpa1Q4OEhB?oc=5,2024-09-25 01:07:35,台積電（2330）再次站上1000元！ 狄驤：之前逢低布局不少人還認為我在接刀子,聯合新聞網,https://udn.com/news/story/7251/8249358,   各位觀眾，台積電1000元  不得不說，前陣子我跟大家分享逢低持續布局台積電的狀況，不少投資朋友認為我瘋了，是在接天上掉下來的刀子。  當然，我現在不是要跟大家說什麼我早就買了，買得有多低，因為我也沒買在最低點，只是簡單的逢低分批佈局。  我自己的邏輯是，一個多月前，我跟大家分享台積電這類好公司，只要產業趨勢跟基本面無虞，代表大方向都沒有改變，所以碰到股災就可以當成天上掉下來的禮物，現在回頭看也確實是如此。  我們每年都會碰到1-3次的漲多拉回，甚至在過程中有時會變成股災，如果投資朋友們未來又碰到類似的狀況，記得回想起這兩個月的經驗，不需要恐慌，理性思考將能幫助你在災難中找到寶藏。    ※免責聲明：本文僅為個人投資觀點與紀錄，並非建議。申購前自行評估風險，並詳閱公開說明書。※  ◎本文內容已獲 狄驤的資本主義求生筆記 授權，原文出處於此；未經同意禁止取用轉載。,股票,3,389.0
2024-10-02 12:42:24,2330台積電,台積電重回千金該跑？專家：這次不一樣 - Yahoo奇摩股市,https://news.google.com/rss/articles/CBMikwJBVV95cUxPMnh0aTg0NjNSNnhrNVFiWFBfcl9ycWV3LXZWUXA2cFJCcVFtcENsWHAyTTNIS3ZRa1MzRU1lRzBOMHhNaHItMWhfWDBLWTRHTDc5dXNoVnQ3MFUzQlMxLUdEcWN5NjI5NzZLOXRlMGJqMG5QSWJ2aGktc3JLMmZkLVRnNHdKLVB6a1BRalJUZ2h3aGlVQ2pIMUg3bjRvazlHQmVUc2RtV3dpeTdUSGJWTWM5b3JsRGNWN1FYbzd2dXVVbnMyOFdSSmdPdDJOckpEY1BwTVdmY2ozMnA2cUxGWHJ4V2RMcnI4S0sxSzJON2p3WC0wUU50cXpfbWlibHRJVDNZV3ptZXlKM1pzRzRBQjJpNA?oc=5,2024-09-25 07:31:00,台積電重回千金該跑？專家：這次不一樣,Yahoo奇摩股市,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BB%E9%87%8D%E5%9B%9E%E5%8D%83%E9%87%91%E8%A9%B2%E8%B7%91-%E5%B0%88%E5%AE%B6-%E9%80%99%E6%AC%A1%E4%B8%8D-%E6%A8%A3-073100365.html,台積電（2330）今（25）日終場股價收最高，以1005元作收，重返千金股行列，但不少股民擔心千元以上是否套牢賣壓沉重，導致股價向上次突破千元後出現崩跌，回到8字頭，好奇是否該先獲利了結？對此，資深分析師林信富直言：「這次比較不會。」分析師林信富於盤中在《東森財經新聞》「股動錢潮」節目中指出，台積電Q4業績仍有機會成長，重回千金價格仍便宜，且今年市場預估EPS平均42.81元，明年更可達到56.22元，預期本益比僅17.31倍，他認為在20倍以下都算便宜，他更認為這次台積電破千後，不會回到9字頭甚至8字頭，建議有台積電的投資人可以續抱。（封面圖／翻攝自台積電官網）更多東森財經新聞報導,股票,4,295.0
2024-10-02 12:42:24,2330台積電,抱不住的舉手！自營商猛敲台積電逾2000張 股民樂喊：大師兄回來惹 - Yahoo奇摩股市,https://news.google.com/rss/articles/CBMi2gNBVV95cUxNVkhfVV96QjJTVC1iZjZCMjBlZmR2Tml2NEVmdjNlNmc4RUZMM2xCSElXREZKRnRvV1V3eGh5dDh3Ukd0MGdkRVhDbk9XWFQzVlpkdFphLUJNbmNHbkV6MVh1Si1LUmdBZDdIMWo2blhTUl91dFBjTEwyZkFWcFVVRmp0TFkzNHpWV0FWU2l1VXV3N0RPNGlPZ0lfdTNROTltMnFrLVI3dFhzMnQtc3Z2SVRhVTZtZTBIOGd0TkNsclltUWYyc1lLSmFMZDBnTm9tRU8tM1U1ZWk4Mm1Ub1NjRS1rNWR4ZHc2Y1hkTWV5Nko5U0ZfeWJwNkNuOThUT2FvY2k5aTJVS2JjeHhBRFVtakdQaXlncHFVZEY3SzUxVmNUMERZMzZlRkxXT0hfMkZod3JvYWIwbU45Y2t3djItV2dFc0VYZ2lnMWlXOTRTRHNkM0d3bmtzNC1wbDRiM1pGMnZ6Y2hWRW5ncGRyYms0TDlqX280SWE4MGFyMTYyZFpYNVVxRWtfbjNCYmFBQUVzSmtiRHhWSkVmSFl5VFVseWpVYVlLbkN4SkNUSjhSMU5hNXptZjlRa05tcHZSdmFiU05xcUlwYzlMYXZPY2hYM1NkRGJQS2VTM2c?oc=5,2024-09-25 10:00:00,抱不住的舉手！自營商猛敲台積電逾2000張 股民樂喊：大師兄回來惹,Yahoo奇摩股市,https://tw.stock.yahoo.com/news/%E6%8A%B1%E4%B8%8D%E4%BD%8F%E7%9A%84%E8%88%89%E6%89%8B-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E9%87%8D%E8%BF%94%E5%8D%83%E5%85%83-%E8%87%AA%E7%87%9F%E5%95%86%E7%8C%9B%E6%95%B2%E9%80%BE2000%E5%BC%B5-%E8%82%A1%E6%B0%91%E6%A8%82%E8%A7%80%E5%96%8A-%E5%A4%A7%E5%B8%AB%E5%85%84%E5%9B%9E%E4%BE%86%E6%83%B9-100000323.html,"[FTNN新聞網]記者高麗玲／台北報導台股今（24）日開高走高，終場收高22,761.60點，上揚329.82點、漲幅1.47%，據證交所公布籌碼動向，自營商（自行買賣）今日買超79.8億元，在買超十大個股中，以新光金（2888）的逾6000張居冠。至於今日重返千元大關的台積電（2330）買逾2000張排第三，股民樂觀喊「GG噴噴噴」「大師兄回來惹」、「抱不住的自己舉手~~」。觀察自營商（自行買賣）今日買超個股前10名，張數方面，新光金（2888）以買超6427張列第一；第二名是鴻海（2317），買超4855張；第三名為廣達（2382），買超2755張；第四名是台積電（2330），買超2108張；第五名則是群創（3481）買超1864張。其餘買超個股，第六至十名依序為，亞光（3019）買超1342張；國泰金（2882）買超1114張；玉山金（2884）買超1015張； 合庫金（5880）買超971張； 兆豐金（2886）買超969張。◎《FTNN新聞網》提醒您：本資料僅供參考，投資人應獨立判斷，審慎評估並自負投資風險。更多FTNN新聞網報導GG甩尾！台積電重返千元俱樂部吸金391億 股民嗨：3位數零股被掃光光蘋果、AI、電動車多題材！「這檔」連5紅翻天…八大官股急出貨 台積電重返千金也被賣大媽合不攏嘴！三大法人加碼台股「買超498.12億元」 他曝：軋空行情還沒到",股票,5,591.0
2024-10-02 12:42:24,2330台積電,重返千元大關！台積電只排第四 自營商敲進「這檔」數千張居冠 - Yahoo奇摩股市,https://news.google.com/rss/articles/CBMijANBVV95cUxNWUlyZEloMlY0dk9TWDJaVWE5MlRteGtBejBsTWRoQi1OaHRMY0hZaFRQczRDMHFzOC1HSzBJTnRzNDUxS0dVaXdOMFJFNUdBLVpwZUdLSmtxSTBEaUg0emVXaW1vZnFpODBDbG16WGdOQmZVWGpPQ05ZYUFObVAwdHhrNGJJOTdiNHdfRHB0bjhkYXZfQXFmaEhIblBLdkpwRURiWjZ1Z2FtaGZvSDdkcHN4V241ZDRTX1g3NC1tYkl3N3lZMVBhWERwbC1kTHhudU1JWFVRYzZsYTR4aGExZWpFd2YxVjVqbmtRZWJKRWpYcnlRN2FJS2RfaXIzZGI2Ukh6Y2ZSQUc3SjdLUVh3OVU3dFY5SE1kcjliNloyT19Ea21GMWRUQUNRRU1mNnU1dmJuMGJuTzgxeXUyY01pWlZtYXRiNy1pdlBVemdyVzN5V0dzcWpqbEYtSHBMRzJqTGQxUGRheXFJT3BRRUVpaTkxeUxlUWhlRUQzVU9sNkQ4LUk3TnVmbkp1UkY?oc=5,2024-09-27 00:52:07,重返千元大關！台積電只排第四 自營商敲進「這檔」數千張居冠,Yahoo奇摩股市,https://tw.stock.yahoo.com/news/%E9%87%8D%E8%BF%94%E5%8D%83%E5%85%83%E5%A4%A7%E9%97%9C-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E5%8F%AA%E6%8E%92%E7%AC%AC%E5%9B%9B-%E8%87%AA%E7%87%9F%E5%95%86%E6%95%B2%E9%80%B2-%E9%80%99%E6%AA%94-%E6%95%B8%E5%8D%83%E5%BC%B5%E5%B1%85%E5%86%A0-000000094.html,"[FTNN新聞網]記者高麗玲／台北報導台股昨(26)日終場加權指數上漲97.21點，收在22,858.81點，漲幅0.43%。根據證交所統計資料顯示，自營商(自行買賣)昨日買超35.9億元，買超前10大個股冠軍是新光金(2888)，買超逾3000張。至於買超第四名的台積電(2330)，已連6漲，最近二日收盤站上千元大關，昨再掃進1300張，網友也說「買GG 好安心」。根據證交所統計資料，自營商昨日買超前10大個股，榜首是新光金(2888)，買超3008張；第2名是群創(3481)，買超1565張；第3名是全新(2455)，買超1483張，第4、5名分別是台積電(2330)、金寶(2312)，掃貨1324張、1268張。第6至10名依序為友達(2409)買超1234張、國泰金(2882)買超935張、旺宏(2337)買超754張、臺企銀(2834)買超753張、日月光投控(3711)買超719張。◎《FTNN新聞網》提醒您：本資料僅供參考，投資人應獨立判斷，審慎評估並自負投資風險。更多FTNN新聞網報導手執矽光子再駛船入港...外資納「友達、群創」被掃破近6萬張 「這檔」也被掃貨網驚：買成這樣有點可怕抱不住的舉手！自營商猛敲台積電逾2000張 股民樂喊：大師兄回來惹磨刀霍霍！八大官股刀向電子與航運 「IC設計它」狂飆8.63%也成俎上肉",股票,6,576.0
2024-10-02 12:42:24,2330台積電,突圍23000！ 台積電衝1025元 台股漲逾200點 - Yahoo奇摩股市,https://news.google.com/rss/articles/CBMi_gFBVV95cUxQWFdsalJtNHlmOEpVVFY1N0J0NUtyQkozbnpvQlZzbnI4eGRmYkRqWWNxVktJd1k3NThjRUlzakV0VDcyaWJKX0pNOXdWQUFueEJ0MS1PMHJuR1hoRVRMNmFyQUxYUmRDOU16bERNWnJqMjVjeXpicU9YdzgtU0ZpYUxubXpvMmVBalRRaUFXTHRqZzJ6a1J0MkZrVDlWM1dGaGVlLXlHZVkzNEtaQTc4MS01UHpJbUFyaUFUcGtyMndZSGlPNUVWZjJFSzQtRTB1U1Z5RExOQkdRM3pwTXJWWUJJSFdVanhHWjNqQ3BuRVVDWWNLeGdqUjB3aHlSUQ?oc=5,2024-09-27 01:32:01,突圍23000！ 台積電衝1025元 台股漲逾200點,Yahoo奇摩股市,https://tw.stock.yahoo.com/news/%E7%AA%81%E5%9C%8D23000-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E8%A1%9D1025%E5%85%83-%E5%8F%B0%E8%82%A1%E6%BC%B2%E9%80%BE200%E9%BB%9E-011700503.html,台股今（27）日開高震盪，早盤最高來到23079點，成功收復23000點大關，漲逾220點，預估成交量減少至3780億，櫃買指數盤則最高來到273.2點。電子權值股部分，台積電（2330）早盤最高來到1025元，漲10元，鴻海（2317）早盤最高來到192元，漲2.5元，聯發科（2454）早盤最高則來到1285元，漲15元。今強勢族群為PCB族群，景碩（3189）早盤最高來到116元，漲8.5元，漲幅逾7%，欣興早盤最高來到153元，漲6.5元，漲幅逾4%，南電（8046）早盤最高則來到143.5元，漲幅逾3%。其他有資金流入的族群還有：工具機族群、MCU族群、IC設計族群、鋼鐵類股及塑化類股。（封面圖／取自PhotoAC）更多東森財經新聞報導,股票,7,326.0
2024-10-02 12:42:24,2330台積電,1千元台積電！六方科-KY又贏「這8檔攻漲停」安鈦克、環天科也飛高高 - Yahoo奇摩股市,https://news.google.com/rss/articles/CBMivgJBVV95cUxOQV9SNWpieVE5b25tQ05CS0xPVWVERUtUNnpMZl9IRVlid0RfVXhsWDFiTU9QaGdmbHV5LUZuZmczejJYdjB0NDVkdW1NTjJEeUpiQ0JUbVB3Y3FUVGlrSTdLYWh0S3gyVXZCcWxWUWRjS2JTbVpIUm9mU1JOdzgtQVRsRjBUbEdEdUhXRGM5RTZMc3VNeUpPQU1FQjcwQ3lOalhibG52Z2ZkU3MwYUZ1SUx6akMza19tcXBWZmpSbmZIbkVDYnZpbURXX0pfSUlpUlNGdDdmSlNDNjhHSkVHSVZBeXFyRlVwQVVBNjdEYmVfZDJUWUg3VFd2LVdMeGhFNF9GZ2lSS3RFZW4weDVmYkRJZnBnXzJTbHVTcE84TmV6YnpQSFFWaU1HVkp1VHVhVV94VTdfRGxCTEEzSEE?oc=5,2024-09-27 02:57:40,1千元台積電！六方科-KY又贏「這8檔攻漲停」安鈦克、環天科也飛高高,Yahoo奇摩股市,https://tw.stock.yahoo.com/news/1%E5%8D%83%E5%85%83%E5%8F%B0%E7%A9%8D%E9%9B%BB-%E5%85%AD%E6%96%B9%E7%A7%91-ky%E5%8F%88%E8%B4%8F-%E9%80%998%E6%AA%94%E6%94%BB%E6%BC%B2%E5%81%9C-%E5%AE%89%E9%88%A6%E5%85%8B-014700313.html,[FTNN新聞網]記者蕭廷芬／綜合報導台股今（27）日開高走高，以上漲208點開盤，站上2萬3；權值股三王台積電（2330）漲10元，攻上千元關卡；鴻海（2317）漲近1%，聯發科（2454）漲幅1.5%。觀察上市櫃個股狀況，合計有8檔個股攻漲停，包括：六方科-KY、攸泰科技、環天科、創威、ABC-KY、大量等。觀察上市櫃個股狀況，合計有8檔個股攻漲停，包括：汽車：六方科-KY（4569）264元電腦週邊：攸泰科技（6928）66元、安鈦克（6276）45.7元通訊網路：環天科（3499）22.75元、創威（6530）66.6元生技：ABC-KY（6598）24.45元電機機械：大量（3167）140.5元食品：鮮活果汁-KY（1256）153元◎《FTNN新聞網》提醒您：本資料僅供參考，投資人應獨立判斷，審慎評估。更多FTNN新聞網報導大盤落山坡又雄起！「8個股拚上漲停」製鞋股王來億-KY又刷新高點 艾姆勒崛起閃紅光電股強勢衝鋒！黑悟空仍在廝殺「早盤14檔個股漲停」尼得科超眾、天虹、凌巨、悅城都上榜大好局勢也能跌？「這檔生技股」淪惟一跌停股！寶徠、錩新殺半根,股票,8,487.0
2024-10-02 12:42:24,2330台積電,台積電驚險守住千元！下跌15元至1000 台股23000得而復失 - Yahoo奇摩股市,https://news.google.com/rss/articles/CBMi2wJBVV95cUxQbU9KQ29zWGJmMWtmXzFtRDIteXZHbkp4V1Z2aWRyT1JDNUdxWDNPOWxadS1PWHlWRFdERzFmTDI1R2dOWFlyOGxEbWdlendyeTMxWXg1YzN2OXZFVnBadTNMY3JzYVIxTWRlOWdJeDljZng4Qk9Id1lJUFp5YWs1MDZaVlR4ZnVPNGdkVzU4NFBaLWVBS25sQzUyNkVZU0hWajJUOXJtM29HNC11SWc0ZHBKUUVQemdteG4xeUdicFUwQ09ic3lBNTNSdW5qX1RjT3lqd2E5V3ZfeEVvNmxDYV84WGNla2N1aXRlbEZZNUxLeEs4QnBuXzRtWWM3cjZUd3B6Si1aMGVKM0ppeEtLRU1kOUE2OUM1cDRRTWptQ0Z3R2V4ZjRuQVNrbGppSl9qdXM2eEhlX2pPS3BLb0taNEp1bEJKQXdHaUNwZzdSbmctWHVMeGlrbFdWcw?oc=5,2024-09-27 05:54:52,台積電驚險守住千元！下跌15元至1000 台股23000得而復失,Yahoo奇摩股市,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BB%E9%A9%9A%E9%9A%AA%E5%AE%88%E4%BD%8F%E5%8D%83%E5%85%83%EF%BC%81%E4%B8%8B%E8%B7%8C15%E5%85%83%E8%87%B31000-%E5%8F%B0%E8%82%A123000%E5%BE%97%E8%80%8C%E5%BE%A9%E5%A4%B1-010659801.html,"台股早盤今（27）日早盤以22978點開出後衝破23000點，盤中被權值股台積電（2330）翻黑拖累，高低震盪273點，終場收在22822點，失守23000點，下跌36點，台積電收在1000元，下跌15元。美光財測驚艷，強勁的經濟數據，加上中國承諾更多政策支持經濟，樂觀情緒滿溢市場，費城半導體指數大漲台積電ADR也勁揚超過2%。台股昨日終場收在22858點，上漲97點；今早盤以22978點開出，盤中最高觸及23079點，隨後因台積電翻黑，最低跌到22806點，高低震盪273點，終場跌幅收斂，收在22822點，下跌36元。台積電（2330）昨日收在1015元，早盤以1020元開出，最高著觸及1025元，盤中翻黑最低觸及1000元，終場以1000元作收，下跌15元或1.48％。法人表示，台股短線以連6漲姿態，收復季線之後接連上攻，考量盤勢順利突破8月份的高點22545，並且連兩日伴隨 4000億元以上大量，價量均有轉佳跡象,同時,近期外資買盤回流，也將形成推升動力。不過，考量當前日KD指標高達 92以上，此外9/12、9/20、9/25出現三個多方缺口，宜須提防短線過熱的可能性，另一方面，由於季線扣抵至7月初的高檔區，下彎情形暫時不易扭轉，靜待方向重新翻場之時，屆時對於大盤形成助攻力道，較容易有波段回升行情。最後，留意非農報告10月初將公布，市場會重新檢視經濟衰退可能性，為防盤勢波動再次放大,短進短出應是現階段的較佳策略。國際智慧能源過將於10/2登場，重電般級經過打底後有轉強跡象，由於政府要求台電強韌電網計畫必須提早4年完成關鍵工程，相關個股營運有機會比先前加溫。此外，隨著權王台積電預計10/17召開法說會，以及2奈米晶米晶片將於第四季試產,都將給予市場想像空間，半導體設備、再生晶圓、特用化學、高階檢測皆值得關注,最後,隨著時序即將進入第四季，投信新布局方向成為焦點，近日持股增加較多的包含 Switch 2 遊戲概念股、AIPC、矽光子、車用電子,均可留意中期怖局機會。⭐手刀加入！Yahoo奇摩Line理財官方帳號⭐",股票,9,872.0
2024-10-02 12:42:24,2330台積電,三大法人買賣超 – 外資買超(2330)台積電、(2891)中信金，投信買超(6446)藥華藥、(2454)聯發科，法人合計買超269.79億元 - 豐雲學堂,https://news.google.com/rss/articles/CBMifkFVX3lxTE5fc3NNamRSLXBkdF8xLTkwUjQwZVVPTnhnS0ttRWRRVHRIR2lGR2JRTTdDYVZMX1c4aXlZZGgybVg4a0NuT1otMWRfek9fRFRIeVZtMVVtTWotdGljdnREY3NkQWlrek90YTJXbG1yZnI4bENIMDBIM1RlaHRydw?oc=5,2024-09-27 07:00:00,三大法人買賣超 – 外資買超(2330)台積電、(2891)中信金，投信買超(6446)藥華藥、(2454)聯發科，法人合計買超269.79億元,豐雲學堂,https://www.sinotrade.com.tw/richclub/hotstock/--66ed304a49fa4c49c4b12ba8,unknow domain,股票,10,13.0
2024-10-02 12:42:24,2330台積電,三大法人買賣超– 外資買超(2330)台積電、(2317)鴻海，投信買超(3711)日月光投控、(2454)聯發科，法人合計買超295.64億元(0927)｜豐雲學堂2024 年 09 月 - 豐雲學堂,https://news.google.com/rss/articles/CBMifkFVX3lxTE9XQ05NT1ZJRmUza2cwSGhtZi1vZmZsVS0wQkZSbDZFbjRmT1hBUERfTDBpaUp0N2NnbDBYRHFUam1ac2pXbGRzaGhwRFRDQ2ZVclBaMzJGQXRNMkNjTlBVck9udDZkOHB3c2dYVlp6ZDAyY0JKbkQ4Vll4QmRkUQ?oc=5,2024-09-27 12:19:49,三大法人買賣超– 外資買超(2330)台積電、(2317)鴻海，投信買超(3711)日月光投控、(2454)聯發科，法人合計買超295.64億元(0927)｜豐雲學堂2024 年 09 月,豐雲學堂,https://www.sinotrade.com.tw/richclub/hotstock/--66f66df1e05c1663bc788004,unknow domain,股票,11,13.0
